texto,rotulo
----- ---- --- --- --- ---- ------ ------ ----- ---- --- --- --- ---- ------ ------ ----- ---- --- --- --- ---- ------ ------,4
"o produto não é original....é falso!!! já na hora de ouvir já percebi que a qualidade de som era péssima e quando fui comparar com o original que tenho aqui, achei várias diferenças. não compre, caso queira original.",1
"capacete é muito bom, bem firme na cabeça, leve, viseira com ótima transparência, óculos escuro ajuda bastante. design muito bonito. recomendo",5
apresentou defeito. a impressora não está reconhecendo o cartucho.,1
"excelente produto, super recomendo. leve, prático, faz o que se diz.",5
produto bom entregue no prazo previsto. satisfeito.,4
"eu achei que era pequena mas é bem grande, cabe tudo.",4
poderia ser mais completo e abordar outras matérias da língua portuguesa.,2
"ótimo produto, bem confortavel, reclina bem, no geral muito boa.",5
"já tinha assistido vídeos no youtube sobre o uso da cafeteira e já sabia das pequenas falhas, mas não me decepcionou nem um pouco. amei a cafeteira, atendeu totalmente minhas expectativas e necessidades. é pequena, portátil, linda, ideal para 2 pessoas que não são muito viciadas.",4
"a imagem do produto leva o consumidor a acreditar que ele vem com o copo de vidro. achei desonesta, já que existe a imagem do produto sem o copo. não precisava disso, já que o valor da venda foi muito vantajoso! má fé! desnecessário!",2
recebi o produto em tempo record ;passei logo a utilizar e estou muito satisfeito,4
"a opção acompanhe o seu pedido no site da americanas não trazia a informação correta sobre a entrega do produto. segundo o vendedor, o endereço não foi localizado, sendo que estava correto. continuo aguardando uma posição, porém estou sem o produto, o qual já foi pago.",1
"a idéia é interessante, mas o produto é bem frágil, não transmite firmeza na pega, e o produto final não possui bom acabamento.",2
"acabamento horrível, já na primeira lavada está desfazendo a bainha de todas as 8 toalhas q comprei, o q comprova q ñ é um defeito isolado, o produto é ruim mesmo.",1
a função chip não reconhece para que possa fazer ligações,3
"produto bom,bonito,mais poderia ser um pouco mais potente....mais tem fácil manuseio,não faz muito barulho pra uso doméstico é muito bom!",3
produto com poucos aplicativos na loja oficial do windowns. não tem mais atualizações em diversos programas como waze por exemplo. vários bugs de sistema é tão ruim que ja pararam de fabricar! não vejo a hora de me livrar desse problema!!!!!!!!!!!!!!,1
"produto muito bom, recomendo e chega antes do prazo.",5
"produto de excelente qualidade, altura perfeita, muito espaçosa e bastante resistente. a entrega foi realizada bem antes do esperado.",5
deu um toque todo especial no meu quarto e a lâmpada dicroicas uma iluminação perfeita para quem não gosta de muita luz,5
produto atendeu minhas expectativas!! super indico!!,4
"o aparelho é execelente. com o moto snap da bateria, só preciso carregar o aparelho+snap a cada dois dias.",5
"esse fone não é o mesmo que chegou em minha casa. não recomendo, chegou um fone de péssima qualidade e que não tem nada a ver com a descrição do site americanas.",1
bom livro. a pessoa presenteada gostou muito. recomendo.,3
"entrega rápida, produto como anunciado, recomendo loja e produto, a philips e a americanas estão de parabéns",5
"prezados, não recebi o produto, já abri chamada porém ninguém me retorna. att",1
bom dia minha filha ganho um a bicicleta no sabado da minha irmã ela realizo a compra pela internet e com o cartão das americanas dessa bicicleta porem veio outra bicicleta masculina nada haver com a da fota e masculina totalmente diferente . deseja a troca e ou valor de volta,1
tiveram 3 tampas amassadas. as tampas sao de qualidades muito ruim. achei q era o mesmo material das panelas ainda vem amassadas isso pq mandaram 3 jogos em uma só embalagem sendo q paguei 3 fretes.nao gostei. obrigado.,2
"parece ser um ótimo produto (bem acabado), mas ainda não instalei.",4
"chegou direitinho, no prazo combinado, produto que eu esperava.",4
cumpre com o que está descrito nas configurações. cumpre com o que está descrito nas configurações.,4
"diz que é wi-fi mas não pega, e o conversor não funciona direito pois trava muito e não pega todos os canais",3
"entrega no prazo. funcionalidade do produto, como esperado. comprar nas lojas americanas é muito bom.",3
recomendo 100% produto de ótima qualidade e preço bom.,5
"produto bom, só no primeiro dia de uso soltou a parte de dentro do encaixe da cordinha que puxa p/ motor pegar. mas uma pessoa arrumou p/ mim e não desencaixou mais. usei 3 vezes em 15 dias e não apresentou problemas por enquanto.",3
"produto bom, fácil de usar e está me ajudando muito no trabalho. só tive que adicionar um satélite que não estava na lista. mas recomendo, muito eficiente.",4
"recebi o produto é maior que o esperado, bem embalado, entrega em prazo antecipado ainda não usei por isso n dei nota máxima . amei!",5
"produto de qualidade indiscutível, como não poderia ser diferente a todos produtos da marca thule. porém, a calha que encaixa o pneu poderia ser maior para comportar melhor pneus mais largos, como é o caso das fat bikes e elétricas.",4
"sentindo decepcionada, móvel avariado.não confio mais nesta prestadora de serviço.aguardando retorno das lojas americanas!",1
"faltou itens no meu pedido e recebi retorno no mesmo dia , produtos bons",3
produto maravilhoso pode comprar ótima qualidade.......................,5
o produto é bom e atendeu os meus anceios e recomendo para as pessoas.,3
"comprei o produto achando que faria uma barba rente ,o que não aconteceu.a velha gilete ainda é melhor.",1
muito bom! recomendo fazer uma cafta bem gostosa! chegou antes do prazo e bem embalado.,4
podia ter mas cuidado com o produto pra a mercadoria chegue em bom estado,2
boa recomendo com certeza chegou rapidinho e é bem pratico... abraco!,3
"é um computador que desempenha muito bem, tanto para trabalho como para jogos (uso os jogos da série civilization). até agora, em 3 semanas de uso, nenhum travamento.",5
"caso o notebook esteja com a bateria morta ou sem bateria, o produto deixa um pouco a desejar porque precisa ficar estável para funcionar. se mexer o fio por algum motivo, as vezes ele desconecta por um tempo curto e acaba desligando o notebook. fora esse ponto, eu recomendo o produto.",2
muito bom gostei muito do produto muito bom gostei muito do produto muito bom gostei muito do produto muito bom gostei muito do produto,5
"diz que esse trompete e em mib mas a foto esta de um em sib, como comprar algo que nem o site sabe dizer direito, eu não arrisco.",2
em minha cozinha só uso tramontina. produtos excelentes e o antiaderente é de primeira.,5
ele não deixa que as pontas do cabelo fiquem salientes. o cabelo fica uniforme e com boa aparência. recomendo.,3
"as bonecas são perfeitas, chegaram antes do prazo.",5
"é bom pra camisas de malha, mas meio fraquinho pra tecidos mais grossos.",3
"produto excelente, entrega super rápida. recomendo",4
"perfeito, entrega rápida, com menos de 10 dias estava com o produto entregue, bem embalado e intacto.",5
"minha filha estava andando e soltou a toda. ela caiu feio e se machucou muito. o patinete é até 40 kg, ela pesa 23kg. tempo de uso: 5 meses. muito ruim. não indico.",1
regular. esperava mais. simples demais pelo valor.,2
"ótimo produto, chegou no tempo certo. recomendo o produto. chegou sem problemas.",5
eu gostei. e um produto que atendeu as minhasuas expectativas,4
"barato, chegou antes do prazo estipulado e cumpre com seu papel. vale a compra.",5
"não posso avaliar o produto porque ele chegou com a lateral quebrada. nem sei se ele está funcionando, pois quando abri a caixa já identifiquei que estava quebrado. inclusive a caixa veio toda desconfigurada, amassada, quase desfeita. embalada apenas por um plástico que não protegia nada. as partes quebradas do ferro ainda estavam dentro da caixa. entrei em contato com a mania virtual que é a responsável pela entrega e até agora ninguém entrou em contato comigo! aguardando ainda a resolução do meu problema!",3
gostaria de saber se essa fonte é compatível com o modelo pcg-61111x. obrigada :),5
"lamento mas ainda não me entregaram o produto, faz mais de 30 dias que fiz a compra me prometeram a entrega pro dia 15 a 20/02/18 e até agora nada.",1
quando levei o produto ao mecânico nem se quer foi reconhecido pelo computador por isso tive que solicitar a devolução do produto.,1
"atende bem as minhas necessidades, mas para um melhor resultado é importante que a tubulação tenha uma boa saída de água",4
"muito bom, um tanto barulhento, mas muito eficiente",4
"comprei esse produto no site americana.com, faz um ano e seis meses q comprei esse sofá e ele está descascando,fui reclamar no site e o site falou q passou da garantia. agora vc me fala como agente compra um sofá q não dura nem dois anos e a loja não faz nada. péssima loja e fornecedor",1
"bom, muito bom. isto é muito bom mesmo. ou seja é bom",3
"é um excelente produto , gostei muito e também o prazo da entrega, foi muito rápido , parabéns as lojas americanas pelo atendimento.",4
o produto é bonitinho e bem acabado. mas o material que sustenta o carrinho não é do tipo que resiste a um bebê mais pesadinho e ou terrenos acidentados.,2
o livro é ótimo para quem está começando na área de jogos digitais. ele é bem dinâmico e resumido - tem somente 100 páginas e é cheio de exercícios.,5
eu fiquei sopresa e de boa qualidade comprei pra dar de presente para meu marido e ele ficou apaixonado muito obrigado.,5
"ótima qualidade o produto, meu filho amou. bom acabamento. preço compensa.",4
muito grande e pesado. pedi troca e não obtive nenhuma resposta.nao deveria estar como feminino e sim masculino.,2
"ótima configuração , excelente tutorial para instalação, portanto estou adorando o produto!!",5
gostei muito do produto é excelente e muito útil! eu recomendo!,5
simplesmente amei e lindo a qualidade e boa super moderno e do jeito que eu queria foi entregue bem antes do prozo,5
"entrega super rápido e produto com excelente qualidade , recomendo !!",5
"otima funcionalidade, processamento alto, camera excelente. recomendo.",5
"pra mim é o melhor tonalizante.. hidrata e tonaliza, tudo na hora do banho. adorei",5
cabe bastante aplicativo..... eh muito lindo... só falta melhorar a câmera q não sai muito boa...,3
"ótima qualidade de imagem, brilho na medida certa... o produto também fica muito bonito na mesa.",4
apesar do tamanho ser menor do que imaginei atende minhas necessidades.,4
"excelente produto, recomendo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5
para um smartphone de entrada é um bom preço compatível com o uso normal peca em poucos aspectos como não trazer um botão separado para câmera e não acender os botões funcionais já que o modelo pro faz isso o auto falante poderia ser melhor e logalizado em um outro lugar pois jogos que exigem virar o celular pra jogar o dedo fica bem em cima da saída do áudio o teclado virtual não tem opção de retirar a linha numerica de fábrica sendo assim tem baixar outro teclado caso queira retirar esse quesito,4
"ótimo produto, atendeu minhas necessidades e expectativas",4
"meu filho amou os livros e o site da americanas foi muito rápido na entrega, bem antes do anunciado.",5
depois que coloquei o filtro o purificador começou a vazar.,1
a entrega rápida que faz a diferença nota 10 por isso que só compro com vcs,5
"já tinha ouvido falar do jogo, mas é sem palavras na prática, sensacional...gráficos impressionantes e uma história muito bonita. você fica preso no jogo!! show!",5
"material é de excelente qualidade, mas uma boca está com defeito no acendedor elétrico. como proceder:?",2
"n recebi o produto. preciso de uma posição qdo irei receber ou qdo será o ressarcimento. sem posição , um mês de compra e nada",1
"produto de ótima qualidade. forte, resistente, espacosa. muito bem construida. melhor do que eu imaginei. superou as minhas expectativas.",5
"a impressora não reconhece os cartuchos instalados, entrei em contato com a empresa através do site das americanas e eles me responderam que era para limpar o cartucho com um alcool e borracha escolar: continua sem funcionar. respondi novamente solicitando uma solução é até hoje não foi resolvido.",1
"porcaria. a bateria dura menos de 10 minutos. já recarreguei como recomendável, e em menos de 10 minutos, às vezes, menos de 5, acaba. não comprem. perdi 50 reais.",1
gostei do produto e da maneira simples de monta-la.,4
moro em um prédio sem elevador. minha dúvida é se ele divide ao meio para que passe nas escadas.,3
"o produto é simples, mas tem ótimo funcionamento para aquilo que se propõe.",5
"a caixa é ótima para música, mas ao aumentar o volume com o microfone conectado dá microfonia.",2
"produto maravilhoso !! mala bem grande, excelente !! adorei , levou tudo que precisava na viagem de avião !! recomendo à todos !!",5
até o momento o produto nem chegocomo posso avaliar se vcs levam mais de 30 dias para entregar ? nem sei se foi faturado,1
exatamente o que estava procurando! chegou tudo perfeito! estou amando!,5
mal recebi e comecei a leitura: uma escrita muito interessante!,5
produto de ótima qualidade e entregue dentro do prazo. recomendo.,4
"para comprar esse copo você pode vender sua mãe sua sogra ou até mesmo seu próprio filho, ou quem sabe um rim, pois realmente vale a pena. você pode até mesmo financiar no programa meu copo minha vida! super indico.",5
qualidade em atendimento com cumprimento do prazo e entrega do produto correto. o produto atende minhas necessidades dentro do que ele se propõe. recomendo.,5
"o lg k10 novo é ótimo. ele é rapidinho, não trava. a qualidade das fotos é ótima, vale muito a pena. custo benefício excelente! quanto à americanas, o produto chegou no prazo (inclusive 3 dias antes). super aprovado",4
"comprei um moto g4 play a 6 meses. tudo funcionava até que a lenovo/motorola decidiram atualizar o android para a versão 7.1.1. após essa atualização, os celulares deixaram de funcionar o gps. inutilizando qualquer aplicativo que use o gps... se não acredita, dêem uma olhada nas reclamações no reclameaqui...",1
produto excelente e a entrega ocorreu dentro do prazo,5
"adorei este produto, recomendo à todos e cds de qualidade.",5
"compraria novamente, fácil de montar com manual explicativo e super pratico para limpar com as rodinhas na base. fruteira excelente. entregou rápido obrigada",5
o produto tem um visual que deixa a casa com um ar estiloso e moderno. as cores do quadro são vivas e a imagem transmite mesmo um ar de acolhida ao ambiente. recomendo.,5
não muito útil. imagem pequena. resolução muito baixa. pra ficar visível o ambiente tem que ser beem escuro. não recomendo.,2
"equipamento muito bom! boa qualidade! chegou no prazo, sem defeito algum!",4
"a qualidade do produto é excelente, mas as caixas chegaram totalmente amassadas.",2
muita satisfeita com a compra excelente produto e chegou antes do prazo de entrega. parabéns. com certeza 5 estrelas,4
"não sei se o produto tem variação conforme a empresa, mas o problema é que em pouco tempo a mangueira interna racha em vários lugares. considero o produto, infelizmente, descartável porque não teve duração de 4 meses. o jato é espetacular, com várias opções de jato. foi o que ficou porque a mangueira foi para o lixo.",3
"muito bom o celular. bateria durável, carrega rápido, câmera com boa resolução, preço acessível e até agora não travou nenhuma vez.",5
"um dos melhores headset do mercado atualmente nessa faixa de preço, material de qualidade, conforme excelente, muito leve, se adapta em qualquer pessoa, no geral vale cada centavo gasto, vc não vai se arrepender depois que adquirir, estou muito satisfeito com o produto. muito recomendado.",5
"pelo preço esta bom, porem e pequeno, e as tampas sao ruins",3
linda toalha! ótima para ir para cachoeira ou piscina!,5
"qualidade e embalagem muito boas, o tamanho também agrada, bom ter aquele cafezinho que dure mais um tempinho para o pessoal, ter aquela energia no trabalho ou em casa.",5
"em comparação com o retrovisor que já vem de fábrica, a qualidade é inferior. o acabamento é regular e o espelhinho fica trepidando conforme o carro se movimenta.",2
chegou bem antes do prazo....produto muito pratico. recomendo,4
"péssimo foto não corresponde ao produto , não tem colher dosadora nem coador permanente",1
produto muito bom. quem estiver interessado pode comprar porque é ótimo,5
"o twiter estava quebrado dentro da caixa, muito peça muito fraca.",3
bem confortável ! recomendo pelo custo e benefício.,4
"o produto é como anunciado, ao instalar e usar pude verificar a qualidade de excelência do produto, bem como do portal americanas.com o qual já compro a mais de uma década.",5
tudo blz chegou antes do prazo testei e gostei vou continuar comprando,5
"falta estar bem detalhado o tamanho do produto, isso´é importante na hora da compra e não vem falando o tamanho de peça. quero saber antes de realizar minha compra.",2
"apesar de esteticamente não ser a mais bonita, quando vista pessoalmente. atende as expectativas.",3
"recomendo, o produto ótima qualidade, designer fantástico.",4
panela ótima vem o porta legumes para cozer no vapor muito saudável,4
"o produto deve ser totalmente renovado no que pode-se dizer em tamanhos , pois o maior não é do tamanho do p recomendado pelo ortopedista para mulher. portando cuiden-se.",1
só achei de que deveriam ter mais opções de cores. na verdade minha preferência era a cor em azul mas não tinha disponível. mas não tenho que me queixar do produto em si.,4
"infelizmente o comprimento do cabo mencionado na descrição do produto não condiz com a realidade. no momento do uso do mop nas superfícies você precisa travar o cabo e ele fica muito pequeno, provocando dores na coluna. tentei trocar por um outro da mesma empresa, e até mais barato, mas eles não aceitaram. empresa responsável pela venda é péssima no atendimento ao consumidor. para os que desejam um mop, não comprem com cabo inferior a um metro e meio.",1
"produto entregue dentro do prazo! jogo excelente. único destaque é que o jogo é todo em inglês , sem áudio ou legenda em português.",4
"a qualidade do áudio é superior a outras marcas e modelos, tem microfone uso iphone e consigo trocar de música pelo microfone igual aos fones da apple isso me conquistou mais ainda",5
"gostei muito deste produto, principalmente por seu designe.",4
"achei um otimo produto , funciona perfeitamente coloquei no cabo da tv. funcionou melhor do que o esperado , perfeito a imagem da tv. ficou bem nitida sem sombra e congelamento . estou muito satisfeito com o aparelho.",5
recomendo o produto para todos os amigos e familiares.,5
"ja pedi meu dinheiro de volta e não obtive retorno de nada, a embalagem veio violada, amassada, trocaram a marca do produto além de vir os milímetros diferentes do que eu pedi. péssimo serviço.",1
bonito e bocas com chama forte. ainda não tive tempo de testar o forno.,4
"motor funcionando perfeito, muito silencioso. entrega super rápida, parabéns para americanas e seu parceiro.",4
há mais de 20 anos uso barbeador elétrico da philips. este modelo superou as minhas expectativas com relação ao uso. excelente e fácil de usar. limpeza facilitada após o uso. adorei mesmo. parabéns à philips.,5
"recomendo, muito bom o produto. entrega dentro do prazo.",4
"comprei porque estava especificado que a entrega era pelas americanas, porém meu produto nem saiu da cidade da empresa joval informatica. olhando na internet, verifiquei que esta possui diversas reclamações no reclameaqui por atraso, envio do produto errado etc,... já comprei diversas vezes pelas americanas, porém estou profundamente decepcionado com este tipo de serviço, onde qualquer empresa, sem o mínimo de comprometimento vende pelo site.",3
excelente produto! boa qualidade. esquenta rápido.,5
amei a saladeira! amo a tramontina e mais uma vez perfeito. recomendo sempre qualquer produto deles. a encomenda chegou no dia acordado e em perfeito estado. nota 10!!,5
"excelente produto, foi entregue antes do previsto.",5
hd funcionando perfeitamente okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5
além de bonito é maravilhoso. dá para fazer mil receitas!,4
"não entendo a politica de envio da loja, comprei 2 aparelhos (juntos no carrinho) para entregar no mesmo endereço, comprei na mesma hora, e os mesmos estão vindo separados, sendo que o endereço de entrega é o mesmo, vou no rastreamento, um vejo que esta prestes a chegar, já o outro nem consta atualização de status.",2
"com 2 meses de pouco uso já apresentou defeitos no hd, e a lojas americanas não oferece um sistema de sac para falar com algum atendente só existe uma gravação que nao serve pra nada, ainda estou esperando uma posição para poder mandar o pc para a garantia...",1
ótimo produto! é estável. funciona muito bem. estou muito satisfeito.,5
amei a tv melhor do que eu esperava e a entrega foi antes do dia ameiiiii,5
"a grade é resistente, de fácil higienização, só não gostei porque o colchão fica muito levantado, acredito que isso danifique o colchão mais rápido,talvez...",3
"comprei achando que fosse melhor mais mim enganei , a câmera não é o que promete e os altos falantes sempre chia mas ligações e não sei a quem recorrer , não consigo compreender as pessoas que conversam comigo não as escuto bem estou muito insatisfeito , tenho um outro aparelho da asus zenfone self 2 com 32giga , resolvir compra outro com mais memória e maior resolução no teor de câmera e fiquei muito decepcionado com a promessa que não se realizou bem pior que o primeiro aparelho que é bem melhor que esse de 64giga.",2
"produto de ótima qualidade, muito confortável entrega dentro do prazo.",4
"não tem nada a ver com o produto da foto, é feita de um plástico de péssima qualidade, veio toda arranhada,acabameto horrível cheia de restos de plásticos pendurados. odiei....",1
o produto nunca chegou o produto nunca chegou o produto nunca chegou o produto nunca chegou o produto nunca chegou o produto nunca chegou o produto nunca chegou,1
"recebi o conjunto faça matemática, porém o caderno de atividades veio do 5º ano, ao invés de vir do 3º como vieram todos os outros três do conjunto. ao entrar com contato com a americanas tive um excelente atendimento pela funcionária rose, a qual foi de super atenciosa e não mediu esforços para solucionar o caso. a loja fez o reembolso do valor total do conjunto e ainda não solicitou a troca de todos os itens por já está em uso os livros. o que acredito que tenha ocorrido é que no momento de embalar o kit, por algum equívoco colocaram o caderno de atividades de outra série. faça essa ressalva para que estejam mais atentos e isso não venha a ocorrer não somente comigo, mas também com os clientes.",1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...................................................",4
apenas os fabricantes erraram em não colocar uma borracha na tampa pois ela fica muito quente e não da para pegar.,3
"como sempre um excelente trabalho da lojas americanas, veio tudo certo. e mesmo com o feriado chegou bem antes do prazo. parabéns .",5
a qualidade até é boa mas me decepcionei pois eles vendem como altura de 17cm e te enviam colchão de 14cm de altura. confesso que fiquei com mta raiva. pois tudo que compro nas americanas sempre confiei e nunca tive problemas.,2
"realmente é lindíssimo. mas devido ao transporte acho que amarraram com cordas as caixas, e acabou ferindo a lateral. para montar é necessario montador experiente, apesar de ser todo explicado não é simples de montar. os puxadores também apesar de ser alumínio são finos e frágeis. exige cuidados. mas indico!",4
"não recomento, comprei já faz 3 meses e nunca recebi, e não me dão nem satisfação. ficam enrolando. estou muito triste pq preciso muito do aparelho e ninguém me da retorno.",1
"supriu todas as minhas necessidades em relação a um smartphone, recomendo!!!",5
boa tarde! linda peça decorativa. estou satisfeita com a qualidade.,4
a panela cumpre muito bem suas funções. tem ótimo desempemho no cozimento dos alimentos.,4
recomendo o produto. a entrega pela loja do market place gazin foi muito ruim. não recomendo a entrega dessa loja. demorou muito.,5
produto muito bom amei amei ele é bastante rápido para fazer comida etc. muito bom gostei,4
"bom aprovo sim a panela de pressão que vem com jogo porém as demais panelas todas são rasas e o alumínio achei fraco ,por ser rochedo poderia ter uma qualidade melhor ,nesse conjunto de panelas a rochedo deixou a desejar.",2
deveria ter sido entregue dia 12.03 nao chegou e tao pouco recebi explicaçoes,1
"gostei muito, ótimo produto, chegou no prazo e funciona muito bem. recomendo a compra do mesmo por todos.",5
"a cortina é bonita, graciosa, bem delicada gostei muito",3
destaque para a disponibilidade. não imajinava encontrar na americanas. parabéns.,4
o produto mal foi usado e já rasgou. não recomendo. gostaria de outro produto ou devolução.,1
"camiseta com otimo material de qualidade, não deixa a desejar",5
"o material é regular, as rodas se soltam com facilidade, para meu filho o uso é razoável mas não é muito resistente",2
"excelente produto de boa qualidade, superou minhas expectativas.",5
perfeito desconheço aparelho com câmera melhor... comprem galera pq vale a pena....,5
chegou antes do prazo! a princípio tudo certo! ainda não foi montado o produto ...,5
"recomendo, super prático e fácil de usar. vale super a pena!",5
"o atendimento de troca da americanas foi excelente. porém, ao solicitar o vale troca e proceder a compra de um outro aparelho as americanas aumentaram em 5% o valor anterior dele, sendo necessário eu acrescentar dinheiro no cartão em cima do valor que havia sido pago à vista.",2
"realmente me surpreendi com a atenção que recebi. entrega realizada dias antes do prazo, vários e-mails mandados pra mim, sem nenhuma demora ou burocracia. muito grato.",5
"o celular em si é bom, não trava e tem memoria de sobra pra o usuário regular (que não vai viver de jogos e de instalar aplicativos inúteis) , a tela merecia um fullhd, a bateria é regular pois já vi melhores, mas as câmeras estragam o celular, dificilmente alguém vai acreditar que a de trás é de 13mp, pois ate a de 8mp do positivo s480 entrega foto mais limpas.",4
"comprei essa tesoura e é uma mentira, ruim demais, não funciona direito, não corta tecidos,não tem força, péssimo enganação pura!!! aperta o gatilho e tem que ficar tocando nas pilhas pra funcionar e muito mal!!!",1
adoreeeeeei...útil e diferente!!!! exatamente o que eu estava procurando!!!!,5
"produto muito bom, entrega conforme o combinado e produto bem acabado",5
"gostei do produto, mais o frete é o mesmo preço do produto ai nao da né.",3
"eu sou suspeito a falar, pois já uso este produto a um bom tempo, gosto muito.",4
muito prático e fácil de usar!! faz cachos perfeitos sem queimar a mão rss,4
"além de bonitas, as panelas são bem mais grossas do que as de marca famosas. amei!!",4
"a entrega foi rápida, porém o aparelho é muito lento, esquenta muito mesmo fora do carregador.",3
"simplesmente lindo, chegou muito antes do prazo...só tenho a agradecer as lojas americanas e a transportadora! muito obrigado.",5
"muito satisfeita,superou às minhas expectativas. comprei para minha filha de 9 anos.",4
"o ipad é ótimo, o tamanho que parece uma tv, a rapidez que os arquivos abre é excelente. amei o meu...",5
gostei do produto. como anunciado! vendedor cumpriu com o produto. recomendo,4
"loja muito boa,rapidez na entrega...produto de otima qualidade",5
"não gostei muito dos alto falantes. achei fracos! deveriam ser melhores, de melhor qualidade; poucos profissionais.",3
é um ótimo celular todas as funções excelentes desain moderno funciona perfeitamente,4
queria saber porque comprei um modelo de baicama e veio outro.,3
"não recebi o produto, fica complicado para avaliar!! poderiam verificar o que esta acontecendo!!",2
"não tive o q queria... se o produto deveria esquentar 450°c, pq isso não acontece? se não é esse o objetivo então não coloque isso nas informações. mesmo o produto sendo similar... não sendo a original e tendo um valor inferior... deveria ser vendido o q vcs próprios oferecem.",1
"produto excelente como eu esperava,entrega muito rápido,como sempre as lojas americanas nota 10 è minha loja preferida p comprar por site.",5
"ótimo produto,entrega rápida eu recomendo me entregaram antes do prazo.a entrega foi efetuada antes do prazo!",5
"um sonho de consumo realizado com satisfação!! excelente imagem, rápida super acessível em geral, funções bem práticas que facilita tudo!",5
muito bom pois aborda assuntos nos quais tenho que estudar esse livro é completo,5
"a capa é linda, super bem feita, o tecido é macio, sedoso. um charme!",5
"o aparelho não trava desde que você faça as primeiras atualizações que pedir, só tô encomodado com um sol que dá saída de ar, comprei um igual para minha tia, estou aguardando chegar, saberei se esse som de fabrica ou meu está com algum problema.",3
"produto de ótima qualidade. de fácil colocação, proporciona uma ventilação muita boa e tem um design muito bonito.",5
boa faca escolha pessoal recomendamos o produto esm mais se menos é gás pra toda obra no planeta e na cozinha da mulherada.,3
"tudo nele é ótimo! leve, fino, bonito, rápido, excelente câmera. e a entrega foi rápida!",5
"ainda não recebi o produto estou esperando até hoje, já se passaram 6 dias do prazo da entrega",1
"o pedido foi solicitado a um mês desde do dia 22 de fevereiro está em transporte, mas nunca chegou; explique-me com avaliar um pedido em transporte! quando o pedido chegar posso fazer avaliação para excelente e recomenda-lo, o k4 já foi recomendação do meu sobrinho.",2
apenas um detalhe para quem usa por muito tempo ele aperta muito tempo,4
"ótimo atendimento, entrega rapida, e excelente produto!",5
adorei o produto! muito bom !!! cumpre o que promete e a entrega foi antes do prazo! recomendo!,5
"simplesmente péssimo produto, não dá pra usar! qualquer massa que se coloque nas formas vaza pelas laterais do fundo, ou seja, não presta!!! dinheiro jogado fora!!!",1
"acabamento perfeito, fácil de montar, a entrega foi antes do prazo. simplesmente ameiiiiiiiiiiiii",5
já vem com problemas para carregar! em 6 messes não care gamais! e para consertar tem que trocar a placa! não compensa,1
"pelo preço, não se podia se esperar muito mais. o tecido é sintetico.",3
muito recomendado para crianças pelos personagens e facilidade de jogo.,5
"gostei muito do produto, e a maneira como fui atendido, e o meu produto chegou em minha casa antes do prazo combinado, parabens equipe das lojas americanas pelo respeito e responsabilidade para com os seus clientes de compras pela internet. abraço a todos voces e sucesso.",4
"faz mais barulho que uma furadeira, se morar em apartamento nem pesar em fazer um suco depois das 22hrs pq os vizinhos vão reclamar dizendo que você está usando furadeira",2
"funciona bem, serve ao propósito, falta avaliar ao londo do tempo de uso.",3
dentro das suas especificações o smartphone é compatível com sua ficha técnica. assim um ótimo produto.,4
"empresa cumpriu rigorosamente com o prazo estabelecido, produto satisfatório.",5
"o produto é exatamente como consta nas especificações. para o preço que é, o material é regular. vai atender minha necessidade. não veio faltando nenhuma peça. muito bem embalado e sem arranhões. entrega realizada antes do prazo prometido. com relação à montagem, é bem tranquilo. não contratei montador, meu próprio noivo montou para mim. recomendo!",4
sinceramente superou as minhas expectativas. compraria novamente.,4
"gostaria de informar minha insatisfação ,pois até hoje não chegou meu produto esta previsto pra chegar hoje vamos ver se chega até o final do dia.",1
apos receber posso sugerir algoo. depois ae sim posso da minha opinião.,3
nem recebi o produto e não me dão satisfação pelos canais de atendimento,1
"só nao compro porque o frete é muito caro,o frete esta estragando com as compras pela internet",5
realmente recomiendo llego antes de tiempo de entrega es una empresa responsable,4
"minha filha amou a ""barbie"", super recomendo! e quanto a entrega, exelente! chegou bem antes do prazo. valeu a pena!",5
"gostei do produto, a unica sugestão é que a lg poderia melhorar a câmera traseira e a frontal para tirar um 10(dez)",3
produto muito eficiente! muito prático para usar e muito seguro!,5
"ola por favor entrem em contato comigo, paguei o boleto , tenho o comprovante .mas minha compra foi cancelada",1
"tem o nome da marca em branco, muito feia estou tentando devolver e não consigo",1
"excelente design, muito rápido, me atende perfeitamente!",5
"não é atoa que está barato, comprei 5 potes e 1 force 220v por r$122,99.já estou tomando a 1 mês e ate agora sem nenhum efeito. fiquei muito insatisfeita e não recomendo a ninguém. verifiquem a procedência antes de comprar.",1
"comprei o moto c plus a 5 meses aparelho esquenta muito,tem uma bateria boa, porém trava muito, processamento lento. por fim tive que mandar para a assistência, começou a dar conflito, fazia ligações e entrava em aplicativos tudo ao mesmo tempo por conta própria",2
